gene	avg_len	min_len	max_len	cpm	tpm	is_polyA	r_ispolyA
ABCB10	3869.0	3869.0	3869.0	15.404158917518942	39.5243	True	True
ABCB11	2720.4	411.0	6934.0	0.0	2.141973	True	True
ABCB4	2969.4	523.0	4293.0	0.0	0.18552410000000005	True	True
ABCB5	2930.2	1483.0	5811.0	0.0	0.298118	True	True
ABCB6	1459.3	544.0	2980.0	20.538878556691927	17.362379999999998	True	True
ABCB7	2101.4	550.0	4595.0	34.57377890376474	30.399517	True	True
ABCB8	1968.8	537.0	4683.0	34.57377890376475	34.05020300237057	True	True
ABCB9	2358.8	549.0	6051.0	3.080831783503789	7.664582999999999	True	True
ABCC1	4601.8	744.0	6594.0	28.06980069414563	79.35545334718	True	True
ABCC10	2946.2	721.0	5088.0	12.323327134015154	13.15764	True	True
ABCC11	3819.0	582.0	4862.0	0.0	0.0469274	True	True
ABCC12	3455.8	544.0	5168.0	0.0	0.0	True	True
ABCC2	2012.8	1121.0	5806.0	0.0	1.4499399199999998	True	True
ABCC3	2456.3	484.0	5693.0	0.0	0.00985399170114	True	True
ABCC4	3894.3	2103.0	6171.0	27.727486051534104	9.9350526	True	True
ABCC5	2787.9	550.0	5852.0	20.538878556691923	32.701373001239105	True	True
ABCC6	3135.5	714.0	5747.0	0.0	0.42049	True	True
ABCC8	3839.6	183.0	6565.0	0.0	0.09239089999999997	True	True
ABCC9	3187.4	450.0	8293.0	0.0	1.39021	True	True
ABCD1	2342.5	1016.0	3669.0	5.819348924396046	5.1226150000000015	True	True
ABCD2	6290.0	6290.0	6290.0	0.0	0.0655915	True	True
ABCD3	2675.3	884.0	3604.0	51.0048817491183	66.950429	True	True
ABCD4	1135.2	478.0	3035.0	43.47395961166459	64.186054	True	True
ABCE1	1861.0	625.0	3887.0	226.95460805144563	190.89516	True	True
ABCF1	2215.2	606.0	3405.0	52.716454962175945	80.2468	True	True
ABCF2	2166.3	941.0	4527.0	172.18426523360057	49.29546	True	True
ABCF2-H2BE1	2185.0	2185.0	2185.0	0	0	True	True
ABCF3	1922.3	690.0	2624.0	70.85913102058717	38.77307	True	True
ABCG1	2783.1	918.0	3475.0	35.60072283159934	40.839641	True	True
ABCG2	2921.0	475.0	4844.0	1.0269439278345962	0.39462	True	True
ABCG4	2330.0	496.0	3812.0	0.0	0.22247244	True	True
ABCG5	2760.0	2760.0	2760.0	0.0	0.0196071	True	True
ABCG8	4595.5	2011.0	7180.0	0.0	0.258338	True	True
ABHD1	1144.0	668.0	1420.0	0.0	1.4433219999999998	True	True
ABHD10	1408.5	801.0	2604.0	28.412115336757164	44.30598	True	True
ABHD11	1041.2	623.0	1483.0	14.71952963229588	15.589950458199999	True	True
ABHD12	1148.5	584.0	2035.0	101.66744885562503	57.41567299999999	True	True
ABHD12B	1569.0	1404.0	1815.0	0.0	3.0196270000000003	True	True
ABHD13	5313.0	5313.0	5313.0	26.700542123699506	12.8706	True	True
ABHD14A	856.2	626.0	1113.0	16.431102845353543	16.622929999999997	True	True
ABHD14A-ACY1	2002.1	516.0	3628.0	0	0	True	True
ABHD14B	1687.2	980.0	2236.0	28.412115336757168	33.926837	True	True
ABHD15	3492.0	3492.0	3492.0	8.557866065288302	9.2739	True	True
ABHD16A	1452.2	582.0	2260.0	69.83218709275255	25.357667000000006	True	True
ABHD16B	1491.0	1491.0	1491.0	0.0	2.70687	True	True
ABHD17A	1288.8	740.0	1706.0	12.323327134015155	42.26020000000001	True	True
ABHD17B	2188.5	1312.0	3065.0	144.79909382467807	49.8691	True	True
ABHD17C	1654.7	627.0	2361.0	2.738517140892257	9.849	True	True
ABHD18	2826.3	569.0	5827.0	28.412115336757168	19.435993	True	True
ABHD2	2546.2	557.0	8424.0	10.269439278345962	21.2442686	True	True
ABHD3	1331.2	291.0	2080.0	167.3918602370392	58.90137800000001	True	True
ABHD4	992.4	185.0	3366.0	6.846292852230642	5.5570450000000005	True	True
ABHD5	1816.1	523.0	5298.0	23.962024982807247	21.711736853999994	True	True
ABHD6	1374.6	593.0	2393.0	30.123688549814826	10.598782000000002	True	True
ABHD8	1055.7	555.0	2042.0	19.51193462885733	6.930378999999999	True	True
ABI1	3264.6	1446.0	3576.0	169.7880627353199	50.48328719576	True	True
ABI2	3330.2	490.0	22039.0	49.29330853606062	64.73369400000001	True	True
ABI3	1255.8	810.0	1718.0	14.034900347072815	7.730492	True	True
ABI3BP	1498.0	251.0	6737.0	0.0	0.1552272	True	True
ABITRAM	929.7	389.0	1901.0	32.17757640548402	24.19245	True	True
ABL1	3621.3	532.0	5578.0	17.800361415799667	54.7042	True	True
ABL2	4714.1	1916.0	12217.0	4.79240499656145	10.22253005	True	True
ABLIM1	3625.3	541.0	7690.0	130.0795641923822	95.633604	True	True
ABLIM2	2470.0	1028.0	3725.0	12.323327134015155	0.8639973	True	True
ABLIM3	3339.0	2011.0	4569.0	0.0	0.037865800000000005	True	True
ABO	1362.0	1147.0	1577.0	0.0	0.215342	True	True
ABR	1643.9	549.0	5595.0	13.692585704461282	30.733493	True	True
ABRA	2754.0	2754.0	2754.0	0.0	0.0809691	True	True
ABRACL	619.0	456.0	782.0	79.07468244326392	291.69644	True	True
ABRAXAS1	1663.5	595.0	4210.0	17.115732130576603	22.462988	True	True
ABRAXAS2	2955.0	2955.0	2955.0	39.708498542937726	26.0369	True	True
ABT1	2943.0	2943.0	2943.0	112.27920277658252	22.8233	True	True
ABTB1	1582.2	563.0	2065.0	26.35822748108797	10.35846	True	True
ABTB2	4905.0	4905.0	4905.0	0.6846292852230642	0.945563	True	True
AC000093.1	3643.0	3173.0	4113.0	4.79240499656145	6.13482	True	True
AC000120.3	556.0	556.0	556.0	0.0	6.30286	True	True
AC000120.4	2642.0	2642.0	2642.0	4.79240499656145	4.66994	True	True
AC001226.2	1618.5	855.0	2645.0	0.6846292852230642	5.3569960000000005	True	True
AC002094.3	851.0	851.0	851.0	0.0	0.0	True	True
AC002310.4	1515.0	1515.0	1515.0	7.188607494842174	0.733217	True	True
AC002985.1	634.5	584.0	685.0	0.0	2.3878	True	True
AC002996.1	784.0	784.0	784.0	0.6846292852230642	0.0	True	True
AC003002.1	456.0	456.0	456.0	0.0	0.0	True	True
AC003002.2	521.0	521.0	521.0	0.0	12.9006	True	True
AC003002.3	583.0	536.0	630.0	0.0	0.24570100000000006	True	True
AC003005.1	1411.5	565.0	2258.0	0.0	0.38130059	True	True
AC003006.1	612.0	612.0	612.0	0.0	0.451015	True	True
AC003688.1	489.0	489.0	489.0	0.0	0.0	True	False
AC004076.1	664.0	664.0	664.0	0.0	0.483665	True	True
AC004080.3	765.0	765.0	765.0	0.0	0.0	True	True
AC004223.3	1033.7	676.0	1638.0	1.0269439278345962	1.132144	True	True
AC004593.2	3019.0	989.0	5049.0	0.6846292852230642	0.367401	True	True
AC004687.2	5828.0	5828.0	5828.0	0.0	0.820399	True	True
AC004691.2	1531.0	1531.0	1531.0	0.0	0.0	True	True
AC004706.3	4843.0	4843.0	4843.0	0.0	2.13004	True	True
AC004805.1	1616.0	1616.0	1616.0	0.0	0.0	True	True
AC004832.3	1012.0	694.0	1470.0	0.0	2.9850490000000005	True	True
AC004922.1	2066.0	1702.0	2430.0	0.0	3.19231	True	True
AC004997.1	1847.0	1781.0	1974.0	0.0	2.2912920000000003	True	True
AC005020.2	830.0	830.0	830.0	2.738517140892257	2.22703	True	True
AC005041.1	7033.0	7033.0	7033.0	2.396202498280725	0.7372489999999999	True	True
AC005154.5	687.0	687.0	687.0	0.0	11.9461	True	True
AC005192.1	2833.0	2531.0	3135.0	0.6846292852230642	1.172237	True	True
AC005258.1	1268.0	1268.0	1268.0	0.0	0.763783	True	True
AC005324.3	5514.0	5514.0	5514.0	0.0	0.0371977	True	True
AC005324.4	3138.5	2015.0	4262.0	0.0	0.5348149999999999	True	True
AC005520.1	3695.0	3695.0	3695.0	0.6846292852230642	1.21056	True	True
AC005551.1	493.0	493.0	493.0	0.0	0.0	True	False
AC005670.2	889.0	889.0	889.0	0.0	6.7996300000000005	True	True
AC005697.1	582.0	582.0	582.0	0.0	0.0	True	True
AC005702.1	481.0	481.0	481.0	0.0	1.79975	True	True
AC005726.1	1562.0	1033.0	2091.0	0.0	3.8051769999999996	True	True
AC005832.4	818.0	818.0	818.0	0.0	78.5796	True	True
AC005833.1	2043.5	770.0	3317.0	0.0	10.098636	True	True
AC005837.2	479.0	479.0	479.0	0.0	1.84518	True	True
AC005943.1	1002.0	1002.0	1002.0	1.0269439278345962	21.8626	True	True
AC006030.1	5059.0	5059.0	5059.0	0.6846292852230642	0.0362152	True	True
AC006059.2	3078.5	602.0	5555.0	0.6846292852230642	37.0299	True	True
AC006064.6	5429.0	2356.0	8502.0	7.530922137453706	46.18210000022553	True	True
AC006254.1	5640.0	5640.0	5640.0	0.0	1.73078	True	True
AC006486.1	634.0	634.0	634.0	0.0	1.5102799999999998	True	True
AC006538.2	543.0	543.0	543.0	2.0538878556691924	3.21977	True	True
AC006978.2	666.0	666.0	666.0	0.0	3.12414	True	True
AC007040.2	2296.5	423.0	4170.0	0.0	11.526320000000002	True	True
AC007192.1	5142.0	5142.0	5142.0	0.6846292852230642	0.14338900000000002	True	True
AC007326.4	1669.0	1669.0	1669.0	0.0	32.2504	True	True
AC007375.2	603.0	603.0	603.0	0.0	0.0	True	True
AC007731.4	644.0	644.0	644.0	0.0	0.0	True	True
AC007846.2	759.0	759.0	759.0	0.0	0.0	True	True
AC007906.2	1687.0	1687.0	1687.0	0.0	0.237845	True	True
AC007998.2	455.0	455.0	455.0	0.0	2.02287	True	True
AC008012.1	3355.0	3275.0	3435.0	0.0	7.27499	True	True
AC008073.3	2281.0	2281.0	2281.0	0.0	0.974405	True	True
AC008162.2	291.0	291.0	291.0	0.0	0.0	True	True
AC008397.1	908.0	908.0	908.0	0.0	0.0	True	False
AC008397.2	5979.0	5979.0	5979.0	0.0	0.0	True	True
AC008403.1	443.0	443.0	443.0	0.0	1.00785	True	True
AC008481.3	727.0	727.0	727.0	0.0	0.0	True	False
AC008537.1	575.0	575.0	575.0	0.0	0.144832	True	True
AC008575.1	694.0	694.0	694.0	0.6846292852230642	3.77506	True	True
AC008581.2	2348.0	2348.0	2348.0	0.0	11.6479	True	True
AC008676.3	4266.0	4266.0	4266.0	0.0	0.381408	True	True
AC008687.1	596.0	406.0	786.0	0.0	0.09954960000000003	True	True
AC008687.4	1485.0	1485.0	1485.0	0.0	0.382265	True	True
AC008687.8	1748.0	1748.0	1748.0	0.0	0.0	True	True
AC008695.1	6393.0	6393.0	6393.0	0.0	3.41034e-06	True	False
AC008750.7	551.0	551.0	551.0	0.0	0.273718	True	True
AC008758.1	4505.0	4505.0	4505.0	0.0	0.427967	True	True
AC008758.5	617.0	617.0	617.0	0.0	5.9723	True	True
AC008758.6	588.0	588.0	588.0	0.0	4.7189	True	True
AC008763.2	623.0	537.0	762.0	0.0	2.96069	True	True
AC008763.3	777.0	777.0	777.0	0.0	0.0	True	True
AC008764.1	2567.0	2567.0	2567.0	8.900180707899835	0.0306644	True	True
AC008764.4	507.0	222.0	956.0	0.0	23.928862	True	True
AC008770.1	542.0	542.0	542.0	0.0	0.952987	True	True
AC008770.2	895.2	567.0	1562.0	0.0	1.0324870000000002	True	True
AC008770.4	3215.0	3215.0	3215.0	0.0	1.12108	True	True
AC008878.1	382.0	382.0	382.0	0.0	0.0	True	False
AC008878.2	942.0	942.0	942.0	0.0	0.0	True	True
AC008878.3	3265.0	3265.0	3265.0	6.50397820961911	7.9942199999999985	True	True
AC008982.1	652.5	342.0	963.0	0.6846292852230642	8.415133999999998	True	True
AC009070.1	1640.5	1235.0	2579.0	0.0	0.109915	True	True
AC009133.6	2252.0	2252.0	2252.0	0.0	4.86336	True	True
AC009163.3	2125.0	2125.0	2125.0	0.0	0.0	True	True
AC009163.5	392.0	254.0	530.0	0.0	2.337431	True	True
AC009412.1	1209.0	207.0	2211.0	8.557866065288302	17.8883	True	True
AC009690.1	4374.0	4374.0	4374.0	0.0	0.6341289999999999	True	True
AC009690.3	1902.0	1902.0	1902.0	0.0	0.0	True	True
AC009779.3	1379.5	367.0	3382.0	0.6846292852230642	2.45693	True	True
AC009879.2	557.0	557.0	557.0	0.0	0.0	True	False
AC009879.3	4901.0	4901.0	4901.0	0.0	0.0415075	True	True
AC010132.3	1830.5	1231.0	2430.0	1.7115732130576604	19.581564	True	True
AC010197.2	3765.0	3765.0	3765.0	0.0	0.414042	True	True
AC010255.3	860.7	401.0	1727.0	0.0	0.0	True	True
AC010319.2	892.0	892.0	892.0	0.0	0.0	True	True
AC010323.1	580.0	580.0	580.0	0.6846292852230642	23.3527	True	True
AC010325.1	384.7	279.0	495.0	0.0	7.136726	True	True
AC010326.2	1020.0	1020.0	1020.0	0.0	0.0990895	True	True
AC010327.2	975.0	975.0	975.0	0.0	0.0	True	False
AC010422.3	838.0	838.0	838.0	0.0	0.137554	True	True
AC010422.5	585.0	585.0	585.0	0.0	0.0	True	True
AC010422.6	5857.0	5857.0	5857.0	0.0	1.06178	True	True
AC010422.8	5025.0	5025.0	5025.0	1.3692585704461284	6.858689999999998	True	True
AC010442.3	4535.3	1912.0	5874.0	0.6846292852230642	1.655	True	True
AC010463.1	1207.0	1207.0	1207.0	0.0	0.0	True	True
AC010522.1	604.5	540.0	769.0	1.3692585704461284	11.267783999999999	True	True
AC010531.1	953.0	953.0	953.0	0.0	0.661575	True	True
AC010542.3	701.0	701.0	701.0	0.0	0.31426	True	True
AC010547.4	3805.5	3677.0	3934.0	3.7654610687268533	0.7254666000000001	True	True
AC010615.4	472.0	472.0	472.0	0.0	0.110103	True	True
AC010616.1	3536.0	3536.0	3536.0	0.0	2.46831	True	True
AC010619.1	675.0	675.0	675.0	0.0	0.719032	True	True
AC010646.1	515.0	515.0	515.0	0.0	0.45999	True	True
AC010973.3	51.0	51.0	51.0	0.0	0.0	True	True
AC011005.1	1263.0	1263.0	1263.0	0.0	0.0489094	True	True
AC011195.2	1486.0	1486.0	1486.0	0.0	0.0	True	True
AC011330.3	1684.0	1684.0	1684.0	0.0	0.155644	True	True
AC011448.1	1100.0	1100.0	1100.0	0.0	2.20256	True	True
AC011452.2	575.0	575.0	575.0	0.0	0.0	True	True
AC011455.2	1967.0	1967.0	1967.0	0.0	0.0	True	True
AC011462.1	1960.0	1960.0	1960.0	0.0	0.0	True	True
AC011473.4	1495.0	1388.0	1602.0	0.0	0.0	True	True
AC011479.1	507.5	487.0	528.0	0.6846292852230642	0.214483	True	True
AC011498.4	1803.0	1803.0	1803.0	0.0	0.164278	True	True
AC011499.1	581.0	581.0	581.0	0.0	2.52326	True	True
AC011511.1	1956.0	1956.0	1956.0	0.0	2.45586	True	True
AC011511.4	1850.0	1850.0	1850.0	4.450090353949917	8.97938	True	True
AC011530.1	427.0	321.0	558.0	0.0	0.0	True	True
AC012184.2	1180.7	565.0	2110.0	0.6846292852230642	0.0	True	False
AC012213.5	2879.0	2879.0	2879.0	0.0	1.20351	True	True
AC012254.2	765.0	291.0	1443.0	2.396202498280725	14.166870000000001	True	True
AC012309.1	643.0	389.0	965.0	0.0	1.06641	True	True
AC012488.2	741.0	741.0	741.0	0.0	0.0	True	True
AC012531.3	777.0	777.0	777.0	0.0	0.044480300000000014	True	True
AC012651.1	3446.8	3182.0	3881.0	0.0	0.167304	True	True
AC013271.1	2817.5	2433.0	3202.0	0.0	0.16471619999999998	True	True
AC013394.1	808.0	808.0	808.0	2.738517140892257	36.5641	True	True
AC013470.2	975.3	260.0	1895.0	0.0	0.28426	True	True
AC013477.2	3452.4	2691.0	4562.0	1.7115732130576604	0.6708890999999999	True	True
AC013489.1	3269.0	3269.0	3269.0	0.0	0.496061	True	True
AC013717.1	3333.0	3333.0	3333.0	0.0	0.0	True	False
AC015688.4	567.5	532.0	603.0	0.0	0.27828200000000003	True	True
AC015802.6	5654.0	5654.0	5654.0	0.0	11.2639	True	True
AC015813.2	2270.0	2270.0	2270.0	29.781373907203292	25.1584	True	True
AC017083.3	2306.0	2306.0	2306.0	0.0	1.68921	True	True
AC018362.3	2549.0	2549.0	2549.0	0.0	5.03802	True	True
AC018512.1	2326.0	2326.0	2326.0	0.0	0.0	True	True
AC018523.2	1221.0	1221.0	1221.0	0.6846292852230642	7.13477	True	True
AC018630.2	1149.0	680.0	1618.0	0.0	15.246260000000001	True	True
AC018709.1	700.0	700.0	700.0	0.0	0.0	True	True
AC018755.2	1881.5	1837.0	1926.0	0.0	0.03082	True	True
AC018809.3	1878.0	1807.0	1949.0	0.0	0.7944859999999999	True	True
AC019117.3	3523.0	3523.0	3523.0	0.0	0.0	True	True
AC020636.2	792.3	495.0	1189.0	0.0	0.0	True	True
AC020907.6	1781.0	1781.0	1781.0	0.0	0.0	True	False
AC020909.1	1265.0	1265.0	1265.0	0.0	0.439198	True	True
AC020915.4	2252.5	1463.0	3042.0	0.0	5.311989100000001	True	True
AC020922.1	3058.0	3058.0	3058.0	0.0	0.0	True	False
AC021072.1	835.0	835.0	835.0	0.0	0.0	True	True
AC021087.5	3665.0	3665.0	3665.0	4.107775711338385	11.6972	True	True
AC021660.3	592.0	592.0	592.0	0.0	0.0	True	True
AC022137.3	1238.0	938.0	1538.0	2.738517140892257	9.92791	True	True
AC022335.1	567.8	519.0	600.0	0.0	0.0	True	True
AC022384.1	2550.5	2270.0	2831.0	0.6846292852230642	31.288	True	True
AC022400.5	3344.5	871.0	5818.0	0.0	3.4019449999999996	True	True
AC022414.1	3397.0	3397.0	3397.0	0.0	0.6907979999999999	True	True
AC022415.2	5250.0	5250.0	5250.0	0.0	5.151680000000002	True	True
AC022506.1	105.0	105.0	105.0	0.0	0.0	True	True
AC022826.2	776.0	776.0	776.0	0.0	3.63228	True	True
AC023055.1	1010.0	646.0	1807.0	1.3692585704461284	6.075749	True	True
AC023490.5	699.0	699.0	699.0	0.0	0.0	True	True
AC024558.2	1134.0	1134.0	1134.0	0.0	0.350779	True	True
AC024592.3	1018.3	431.0	2118.0	0.0	0.4777602	True	True
AC024598.1	3379.0	3379.0	3379.0	0.0	1.38836	True	True
AC025165.3	1099.3	373.0	2246.0	5.477034281784514	2.846884	True	True
AC025165.6	2773.0	2773.0	2773.0	0.0	0.0820095	True	True
AC025263.2	548.0	548.0	548.0	0.0	0.0	True	True
AC025283.2	560.0	560.0	560.0	0.0	0.605485	True	True
AC025287.4	1240.0	1240.0	1240.0	0.0	0.0489124	True	True
AC026316.4	1139.0	1139.0	1139.0	0.0	5.303730000000002	True	True
AC026464.1	659.5	597.0	722.0	0.0	0.0	True	True
AC026464.3	564.0	564.0	564.0	0.0	3.62711	True	True
AC026464.4	1284.0	1284.0	1284.0	0.0	33.638000000000005	True	True
AC026464.6	887.0	887.0	887.0	0.0	32.8579	True	True
AC026786.1	1374.0	1374.0	1374.0	0.0	0.0	True	True
AC026954.2	2460.0	2349.0	2571.0	2.053887855669193	1.200503	True	True
AC027644.4	4139.0	4139.0	4139.0	0.6846292852230642	0.349024	True	True
AC027796.3	4753.0	4753.0	4753.0	0.0	0.448419	True	True
AC034102.2	489.0	489.0	489.0	6.161663567007578	66.0059	True	True
AC034228.3	2863.0	2600.0	3126.0	0.0	4.36727e-06	True	True
AC036214.3	1527.0	1527.0	1527.0	2.053887855669193	1.38169	True	True
AC037459.1	767.3	531.0	977.0	0.0	0.263116	True	True
AC040162.1	573.0	573.0	573.0	0.0	10.1705	True	True
AC046185.1	2128.0	2128.0	2128.0	0.0	0.0	True	True
AC048338.1	2748.0	2748.0	2748.0	0.0	0.218826	True	True
AC048338.2	1394.0	531.0	2257.0	0.6846292852230642	0.149246	True	True
AC053503.6	1085.0	1085.0	1085.0	0.0	0.153834	True	True
AC055811.2	1693.0	1693.0	1693.0	0.0	0.459736	True	True
AC055839.2	1500.0	1500.0	1500.0	18.82730534363427	3.39256	True	True
AC058822.1	2550.0	2550.0	2550.0	0.0	0.0	True	True
AC063943.3	261.0	261.0	261.0	10.611753920957495	0.0	True	False
AC067968.1	3766.0	3766.0	3766.0	0.0	0.0	True	True
AC068234.1	2785.0	2785.0	2785.0	0.0	0.0	True	False
AC068533.4	922.0	922.0	922.0	1.3692585704461284	0.529508	True	True
AC068547.1	1834.3	1303.0	2827.0	0.0	16.4483	True	True
AC068580.4	1905.8	350.0	4038.0	1.7115732130576604	1.1344573	True	True
AC068631.2	501.0	501.0	501.0	0.0	59.0461	True	True
AC068775.1	998.0	998.0	998.0	0.0	0.0	True	True
AC068831.6	5145.0	3607.0	6683.0	1.0269439278345962	19.96511	True	True
AC068870.4	138.0	138.0	138.0	0.0	0.0	True	False
AC068896.1	3422.0	3422.0	3422.0	1.0269439278345962	0.819782	True	True
AC068946.1	2745.0	2745.0	2745.0	0.0	0.74328	True	True
AC068946.2	5245.0	5245.0	5245.0	0.0	0.702462	True	True
AC069257.3	708.0	708.0	708.0	0.0	0.759538	True	True
AC069288.1	5697.0	5697.0	5697.0	0.0	1.89509	True	True
AC069368.1	750.0	750.0	750.0	0.0	2.5194400000000003	True	True
AC069444.2	2670.0	2670.0	2670.0	0.0	0.0203282	True	True
AC069503.2	576.0	576.0	576.0	0.0	0.0	True	True
AC072022.2	1144.0	1144.0	1144.0	0.0	0.0540109	True	True
AC073082.1	2103.0	2103.0	2103.0	0.0	0.299498	True	True
AC073111.4	849.0	521.0	1167.0	62.30126495529884	24.476246	True	True
AC073283.3	983.0	983.0	983.0	0.0	0.131092	True	True
AC073508.2	3722.0	2502.0	4942.0	0.0	2.63897	True	True
AC073585.1	2422.5	2404.0	2441.0	0.6846292852230642	2.0489930000000003	True	True
AC073610.2	672.5	406.0	939.0	18.827305343634265	1.08006	True	True
AC073612.1	771.0	771.0	771.0	0.0	2.75428	True	True
AC073896.1	671.7	512.0	937.0	3.080831783503789	42.27299	True	True
AC074143.1	1087.0	501.0	1473.0	0.0	2.78565	True	True
AC078815.1	6883.0	6883.0	6883.0	0.0	0.0	True	True
AC078927.1	984.0	984.0	984.0	1.7115732130576604	0.27826	True	True
AC079447.1	1947.0	1947.0	1947.0	0.0	2.23625	True	True
AC079594.2	3360.0	3360.0	3360.0	0.0	0.0920778	True	True
AC079741.2	159.0	159.0	159.0	0.0	0.0	True	False
AC083800.1	246.0	246.0	246.0	0.0	0.0	True	True
AC083977.1	189.0	189.0	189.0	0.0	0.0	True	True
AC084337.2	592.0	589.0	595.0	0.0	0.440011	True	True
AC084756.2	390.0	390.0	390.0	1.0269439278345962	0.0	True	False
AC087289.3	1218.0	550.0	1886.0	0.6846292852230642	2.344538	True	True
AC087632.2	987.0	670.0	1816.0	0.6846292852230642	28.679276	True	True
AC087721.2	3028.0	3028.0	3028.0	0.0	37.5394	True	True
AC090004.1	653.0	653.0	653.0	0.0	0.320335	True	True
AC090227.2	936.0	936.0	936.0	0.0	0.0203815	True	True
AC090360.1	1367.3	852.0	2218.0	0.0	2.678602	True	True
AC090517.4	5049.0	5049.0	5049.0	0.0	1.04316	True	True
AC090527.3	1060.0	1060.0	1060.0	0.6846292852230642	0.3219	True	True
AC091057.6	2042.0	2042.0	2042.0	0.6846292852230642	11.6442	True	True
AC091167.2	3838.0	3838.0	3838.0	0.0	4.0125	True	True
AC091167.6	518.0	518.0	518.0	0.0	11.1668	True	True
AC091167.7	3441.0	3441.0	3441.0	0.0	0.241769	True	True
AC091551.1	1228.0	1228.0	1228.0	0.6846292852230642	3.44454	True	True
AC091959.3	3311.0	3311.0	3311.0	11.29638320618056	9.63644	True	True
AC092017.2	536.0	536.0	536.0	0.0	0.0	True	True
AC092042.3	752.0	554.0	950.0	0.0	0.478959	True	True
AC092073.1	639.0	625.0	653.0	1.3692585704461284	0.457349	True	True
AC092111.3	496.0	496.0	496.0	0.0	0.0	True	True
AC092143.1	2776.0	2776.0	2776.0	0.6846292852230642	0.0	True	True
AC092329.3	1904.0	1904.0	1904.0	0.0	10.8993	True	True
AC092442.1	138.0	138.0	138.0	0.0	5.96232	True	True
AC092587.1	669.0	669.0	669.0	0.0	1.36868	True	True
AC092647.5	1732.0	1732.0	1732.0	0.0	2.25193	True	True
AC092718.3	1472.0	887.0	2497.0	2.053887855669193	5.2987	True	True
AC092718.8	1751.0	610.0	2892.0	0.6846292852230642	1.66555	True	True
AC092835.1	1162.5	475.0	1850.0	0.0	9.27867	True	True
AC093155.3	2013.0	2013.0	2013.0	0.0	0.457175	True	True
AC093227.2	552.0	380.0	704.0	0.0	0.0	True	True
AC093246.1	333.0	333.0	333.0	0.0	0.0	True	True
AC093323.1	1987.0	1605.0	2311.0	65.03978209619109	24.430870000000002	True	True
AC093423.3	654.0	654.0	654.0	0.0	0.0	True	False
