HAGHL	pb|PB.12019.1|fullname,pb|PB.12019.10|fullname,pb|PB.12019.4|fullname,pb|PB.12019.5|fullname,pb|PB.12019.14|fullname,pb|PB.12019.16|fullname,pb|PB.12019.2|fullname,pb|PB.12019.20|fullname,pb|PB.12019.24|fullname,pb|PB.12019.8|fullname
ATP1B1	pb|PB.1202.1|fullname
CHTF18	pb|PB.12020.1|fullname,pb|PB.12020.2|fullname,pb|PB.12020.5|fullname,pb|PB.12020.13|fullname,pb|PB.12020.4|fullname,pb|PB.12020.17|fullname,pb|PB.12020.20|fullname,pb|PB.12020.25|fullname,pb|PB.12020.26|fullname,pb|PB.12020.3|fullname,pb|PB.12020.30|fullname,pb|PB.12020.31|fullname,pb|PB.12020.32|fullname,pb|PB.12020.33|fullname,pb|PB.12020.34|fullname,pb|PB.12020.43|fullname,pb|PB.12020.44|fullname,pb|PB.12020.45|fullname,pb|PB.12020.46|fullname,pb|PB.12020.47|fullname,pb|PB.12020.49|fullname,pb|PB.12020.50|fullname,pb|PB.12020.51|fullname,pb|PB.12020.6|fullname
CACNA1H	pb|PB.12026.1|fullname,pb|PB.12026.2|fullname
UBE2I	pb|PB.12028.1|fullname,pb|PB.12028.4|fullname,pb|PB.12028.5|fullname,pb|PB.12028.3|fullname,pb|PB.12028.16|fullname,pb|PB.12028.20|fullname,pb|PB.12028.21|fullname,pb|PB.12028.22|fullname,pb|PB.12028.23|fullname,pb|PB.12028.24|fullname,pb|PB.12028.25|fullname,pb|PB.12028.26|fullname,pb|PB.12028.7|fullname
GNPTG	pb|PB.12033.1|fullname,pb|PB.12033.8|fullname,pb|PB.12033.4|fullname,pb|PB.12033.12|fullname,pb|PB.12033.2|fullname,pb|PB.12033.5|fullname
TELO2	pb|PB.12035.1|fullname,pb|PB.12035.8|fullname,pb|PB.12035.4|fullname,pb|PB.12035.12|fullname,pb|PB.12035.13|fullname,pb|PB.12035.14|fullname,pb|PB.12035.9|fullname,pb|PB.12035.16|fullname,pb|PB.12035.3|fullname,pb|PB.12035.2|fullname,pb|PB.12035.22|fullname,pb|PB.12035.23|fullname,pb|PB.12035.24|fullname,pb|PB.12035.25|fullname,pb|PB.12035.27|fullname,pb|PB.12035.28|fullname,pb|PB.12035.30|fullname,pb|PB.12035.31|fullname,pb|PB.12035.32|fullname,pb|PB.12035.5|fullname,pb|PB.12035.7|fullname
CRAMP1	pb|PB.12036.1|fullname,pb|PB.12036.3|fullname,pb|PB.12036.4|fullname,pb|PB.12036.5|fullname,pb|PB.12036.6|fullname,pb|PB.12036.7|fullname
JPT2	pb|PB.12037.1|fullname,pb|PB.12037.3|fullname,pb|PB.12037.14|fullname,pb|PB.12037.15|fullname,pb|PB.12037.16|fullname,pb|PB.12037.5|fullname,pb|PB.12037.2|fullname,pb|PB.12037.23|fullname,pb|PB.12037.26|fullname,pb|PB.12037.27|fullname,pb|PB.12037.28|fullname
MAPK8IP3	pb|PB.12039.1|fullname,pb|PB.12039.10|fullname,pb|PB.12039.11|fullname,pb|PB.12039.13|fullname,pb|PB.12039.14|fullname,pb|PB.12039.15|fullname,pb|PB.12039.2|fullname,pb|PB.12039.4|fullname,pb|PB.12039.5|fullname,pb|PB.12039.6|fullname,pb|PB.12039.7|fullname,pb|PB.12039.8|fullname,pb|PB.12039.9|fullname
AL031710.2	pb|PB.12039.3|fullname
EME2	pb|PB.12041.1|fullname,pb|PB.12041.2|fullname,pb|PB.12041.3|fullname
NUBP2	pb|PB.12043.1|fullname,pb|PB.12043.10|fullname,pb|PB.12043.11|fullname,pb|PB.12043.2|fullname,pb|PB.12043.5|fullname,pb|PB.12043.16|fullname,pb|PB.12043.17|fullname,pb|PB.12043.9|fullname,pb|PB.12043.7|fullname,pb|PB.12043.20|fullname,pb|PB.12043.6|fullname,pb|PB.12043.3|fullname,pb|PB.12043.4|fullname,pb|PB.12043.8|fullname
FAHD1	pb|PB.12045.1|fullname,pb|PB.12045.4|fullname,pb|PB.12045.6|fullname
NDUFB10	pb|PB.12047.1|fullname,pb|PB.12047.2|fullname,pb|PB.12047.3|fullname
TBL3	pb|PB.12049.1|fullname,pb|PB.12049.8|fullname,pb|PB.12049.11|fullname,pb|PB.12049.12|fullname,pb|PB.12049.13|fullname,pb|PB.12049.14|fullname,pb|PB.12049.15|fullname,pb|PB.12049.3|fullname,pb|PB.12049.18|fullname,pb|PB.12049.19|fullname,pb|PB.12049.2|fullname,pb|PB.12049.21|fullname,pb|PB.12049.22|fullname,pb|PB.12049.6|fullname,pb|PB.12049.24|fullname,pb|PB.12049.25|fullname,pb|PB.12049.26|fullname,pb|PB.12049.31|fullname,pb|PB.12049.39|fullname,pb|PB.12049.4|fullname,pb|PB.12049.5|fullname,pb|PB.12049.7|fullname,pb|PB.12050.1|fullname
GFER	pb|PB.12051.1|fullname,pb|PB.12051.3|fullname,pb|PB.12051.6|fullname,pb|PB.12051.7|fullname
SYNGR3	pb|PB.12053.1|fullname,pb|PB.12053.2|fullname
NPW	pb|PB.12055.2|fullname,pb|PB.12055.4|fullname
SLC9A3R2	pb|PB.12055.5|fullname,pb|PB.12055.6|fullname,pb|PB.12055.7|fullname
TSC2	pb|PB.12058.1|fullname,pb|PB.12058.10|fullname,pb|PB.12058.11|fullname,pb|PB.12058.12|fullname,pb|PB.12058.13|fullname,pb|PB.12058.14|fullname,pb|PB.12058.15|fullname,pb|PB.12058.16|fullname,pb|PB.12058.17|fullname,pb|PB.12058.18|fullname,pb|PB.12058.19|fullname,pb|PB.12058.20|fullname,pb|PB.12058.21|fullname,pb|PB.12058.3|fullname,pb|PB.12058.4|fullname,pb|PB.12058.5|fullname,pb|PB.12058.6|fullname,pb|PB.12058.8|fullname,pb|PB.12058.9|fullname
RAB26	pb|PB.12059.1|fullname,pb|PB.12059.2|fullname,pb|PB.12059.3|fullname,pb|PB.12059.5|fullname
TRAF7	pb|PB.12060.1|fullname,pb|PB.12060.10|fullname,pb|PB.12060.3|fullname,pb|PB.12060.12|fullname,pb|PB.12060.2|fullname,pb|PB.12060.14|fullname,pb|PB.12060.17|fullname,pb|PB.12060.18|fullname,pb|PB.12060.19|fullname,pb|PB.12060.20|fullname,pb|PB.12060.21|fullname,pb|PB.12060.22|fullname,pb|PB.12060.23|fullname,pb|PB.12060.24|fullname,pb|PB.12060.26|fullname,pb|PB.12060.27|fullname,pb|PB.12060.4|fullname,pb|PB.12060.5|fullname
MLST8	pb|PB.12062.1|fullname,pb|PB.12062.10|fullname,pb|PB.12062.8|fullname,pb|PB.12062.6|fullname,pb|PB.12062.17|fullname,pb|PB.12062.18|fullname,pb|PB.12062.19|fullname,pb|PB.12062.2|fullname,pb|PB.12062.20|fullname,pb|PB.12062.23|fullname,pb|PB.12062.25|fullname,pb|PB.12062.27|fullname,pb|PB.12062.28|fullname,pb|PB.12062.30|fullname,pb|PB.12062.5|fullname,pb|PB.12062.32|fullname,pb|PB.12062.33|fullname,pb|PB.12062.38|fullname,pb|PB.12062.4|fullname,pb|PB.12062.40|fullname,pb|PB.12062.44|fullname,pb|PB.12062.9|fullname
E4F1	pb|PB.12064.1|fullname,pb|PB.12064.10|fullname,pb|PB.12064.11|fullname,pb|PB.12064.4|fullname,pb|PB.12064.13|fullname,pb|PB.12064.14|fullname,pb|PB.12064.15|fullname,pb|PB.12064.16|fullname,pb|PB.12064.17|fullname,pb|PB.12064.2|fullname,pb|PB.12064.20|fullname,pb|PB.12064.22|fullname,pb|PB.12064.23|fullname,pb|PB.12064.25|fullname,pb|PB.12064.3|fullname,pb|PB.12064.30|fullname,pb|PB.12064.31|fullname,pb|PB.12064.33|fullname,pb|PB.12064.34|fullname,pb|PB.12064.35|fullname,pb|PB.12064.36|fullname,pb|PB.12064.37|fullname,pb|PB.12064.38|fullname,pb|PB.12064.6|fullname,pb|PB.12064.7|fullname,pb|PB.12064.8|fullname
AC009065.4	pb|PB.12065.1|fullname
CCNF	pb|PB.12069.1|fullname,pb|PB.12069.11|fullname,pb|PB.12069.8|fullname,pb|PB.12069.13|fullname,pb|PB.12069.14|fullname,pb|PB.12069.6|fullname,pb|PB.12069.5|fullname,pb|PB.12069.9|fullname,pb|PB.12069.21|fullname,pb|PB.12069.27|fullname,pb|PB.12069.28|fullname,pb|PB.12069.29|fullname,pb|PB.12069.32|fullname,pb|PB.12069.33|fullname,pb|PB.12069.34|fullname,pb|PB.12069.4|fullname
TEDC2	pb|PB.12070.1|fullname,pb|PB.12070.2|fullname,pb|PB.12070.12|fullname,pb|PB.12070.13|fullname,pb|PB.12070.14|fullname,pb|PB.12070.15|fullname,pb|PB.12070.17|fullname,pb|PB.12070.18|fullname,pb|PB.12070.3|fullname,pb|PB.12070.7|fullname,pb|PB.12070.27|fullname
TBC1D24	pb|PB.12071.1|fullname,pb|PB.12071.2|fullname,pb|PB.12071.4|fullname,pb|PB.12071.5|fullname
ATP6V0C	pb|PB.12072.1|fullname,pb|PB.12072.4|fullname
AC093525.2	pb|PB.12072.5|fullname
AMDHD2	pb|PB.12073.1|fullname,pb|PB.12073.10|fullname,pb|PB.12073.11|fullname,pb|PB.12073.12|fullname,pb|PB.12073.8|fullname,pb|PB.12073.15|fullname,pb|PB.12073.7|fullname,pb|PB.12073.18|fullname,pb|PB.12073.5|fullname,pb|PB.12073.20|fullname,pb|PB.12073.21|fullname,pb|PB.12073.22|fullname,pb|PB.12073.23|fullname,pb|PB.12073.3|fullname,pb|PB.12073.4|fullname,pb|PB.12073.6|fullname,pb|PB.12073.9|fullname
PDPK1	pb|PB.12077.1|fullname,pb|PB.12077.10|fullname,pb|PB.12077.7|fullname,pb|PB.12077.13|fullname,pb|PB.12077.2|fullname,pb|PB.12077.3|fullname,pb|PB.12077.4|fullname,pb|PB.12077.5|fullname,pb|PB.12077.6|fullname,pb|PB.12077.8|fullname,pb|PB.12078.1|fullname
AC141586.5	pb|PB.12077.14|fullname
AC141586.1	pb|PB.12080.1|fullname,pb|PB.12080.2|fullname,pb|PB.12080.3|fullname
KCTD5	pb|PB.12083.1|fullname,pb|PB.12083.10|fullname,pb|PB.12083.2|fullname,pb|PB.12083.7|fullname,pb|PB.12083.9|fullname
SRRM2	pb|PB.12085.1|fullname,pb|PB.12085.9|fullname,pb|PB.12085.11|fullname,pb|PB.12085.12|fullname,pb|PB.12085.13|fullname,pb|PB.12085.14|fullname,pb|PB.12085.4|fullname,pb|PB.12085.18|fullname,pb|PB.12085.19|fullname,pb|PB.12085.2|fullname,pb|PB.12085.20|fullname,pb|PB.12085.21|fullname,pb|PB.12085.22|fullname,pb|PB.12085.3|fullname,pb|PB.12085.5|fullname,pb|PB.12085.6|fullname,pb|PB.12085.8|fullname
AC092117.1	pb|PB.12087.1|fullname
FLYWCH2	pb|PB.12088.1|fullname,pb|PB.12088.3|fullname,pb|PB.12088.4|fullname
BLZF1	pb|PB.1209.1|fullname,pb|PB.1209.10|fullname,pb|PB.1209.11|fullname,pb|PB.1209.6|fullname,pb|PB.1209.15|fullname,pb|PB.1209.18|fullname,pb|PB.1209.2|fullname,pb|PB.1209.5|fullname,pb|PB.1209.7|fullname,pb|PB.1209.8|fullname
FLYWCH1	pb|PB.12090.1|fullname,pb|PB.12090.10|fullname,pb|PB.12090.11|fullname,pb|PB.12090.12|fullname,pb|PB.12090.13|fullname,pb|PB.12090.2|fullname,pb|PB.12090.3|fullname,pb|PB.12090.5|fullname,pb|PB.12090.7|fullname,pb|PB.12090.8|fullname,pb|PB.12090.9|fullname
PAQR4	pb|PB.12092.1|fullname,pb|PB.12092.3|fullname,pb|PB.12092.2|fullname,pb|PB.12092.4|fullname,pb|PB.12092.5|fullname,pb|PB.12092.7|fullname,pb|PB.12092.8|fullname,pb|PB.12092.9|fullname
THOC6	pb|PB.12096.1|fullname,pb|PB.12096.3|fullname,pb|PB.12096.4|fullname,pb|PB.12096.13|fullname,pb|PB.12096.2|fullname,pb|PB.12096.7|fullname
IL32	pb|PB.12098.1|fullname,pb|PB.12098.11|fullname,pb|PB.12098.4|fullname,pb|PB.12098.14|fullname,pb|PB.12098.15|fullname,pb|PB.12098.16|fullname,pb|PB.12098.2|fullname,pb|PB.12098.5|fullname
ZNF213	pb|PB.12101.1|fullname,pb|PB.12101.2|fullname,pb|PB.12101.3|fullname
ZNF263	pb|PB.12103.1|fullname,pb|PB.12103.10|fullname,pb|PB.12103.11|fullname,pb|PB.12103.2|fullname,pb|PB.12103.13|fullname,pb|PB.12103.14|fullname,pb|PB.12103.5|fullname,pb|PB.12103.17|fullname,pb|PB.12103.6|fullname,pb|PB.12103.4|fullname,pb|PB.12103.7|fullname,pb|PB.12103.8|fullname,pb|PB.12103.9|fullname
ZNF75A	pb|PB.12105.1|fullname,pb|PB.12105.2|fullname,pb|PB.12105.5|fullname
ZNF174	pb|PB.12107.1|fullname,pb|PB.12107.2|fullname,pb|PB.12107.3|fullname,pb|PB.12107.4|fullname
NAA60	pb|PB.12108.1|fullname,pb|PB.12108.8|fullname,pb|PB.12108.11|fullname,pb|PB.12108.12|fullname,pb|PB.12108.13|fullname,pb|PB.12108.5|fullname
CLUAP1	pb|PB.12111.1|fullname,pb|PB.12111.10|fullname,pb|PB.12111.2|fullname,pb|PB.12111.5|fullname,pb|PB.12111.7|fullname
DNASE1	pb|PB.12114.1|fullname,pb|PB.12114.12|fullname,pb|PB.12114.14|fullname,pb|PB.12114.15|fullname,pb|PB.12114.16|fullname,pb|PB.12114.17|fullname,pb|PB.12114.4|fullname
C1orf112	pb|PB.1212.1|fullname,pb|PB.1212.10|fullname,pb|PB.1212.3|fullname,pb|PB.1212.2|fullname,pb|PB.1212.13|fullname,pb|PB.1212.14|fullname,pb|PB.1212.15|fullname,pb|PB.1212.18|fullname,pb|PB.1212.19|fullname,pb|PB.1212.20|fullname,pb|PB.1212.21|fullname,pb|PB.1212.22|fullname,pb|PB.1212.4|fullname,pb|PB.1212.5|fullname,pb|PB.1212.8|fullname,pb|PB.1212.9|fullname
DNAJA3	pb|PB.12127.1|fullname,pb|PB.12127.2|fullname,pb|PB.12127.6|fullname,pb|PB.12127.14|fullname,pb|PB.12127.15|fullname,pb|PB.12127.16|fullname,pb|PB.12127.17|fullname,pb|PB.12127.18|fullname,pb|PB.12127.19|fullname,pb|PB.12127.20|fullname,pb|PB.12127.21|fullname,pb|PB.12127.3|fullname,pb|PB.12127.4|fullname,pb|PB.12127.5|fullname,pb|PB.12127.7|fullname
GORAB	pb|PB.1213.1|fullname,pb|PB.1213.3|fullname,pb|PB.1213.6|fullname
HMOX2	pb|PB.12130.1|fullname,pb|PB.12130.12|fullname,pb|PB.12130.13|fullname,pb|PB.12130.4|fullname,pb|PB.12130.6|fullname,pb|PB.12130.7|fullname
MGRN1	pb|PB.12131.1|fullname,pb|PB.12132.1|fullname,pb|PB.12132.10|fullname,pb|PB.12132.11|fullname,pb|PB.12132.2|fullname,pb|PB.12132.4|fullname,pb|PB.12132.5|fullname,pb|PB.12132.6|fullname
NUDT16L1	pb|PB.12137.1|fullname,pb|PB.12137.2|fullname,pb|PB.12137.3|fullname,pb|PB.12137.4|fullname
UBN1	pb|PB.12138.1|fullname,pb|PB.12138.10|fullname,pb|PB.12138.11|fullname,pb|PB.12138.7|fullname,pb|PB.12138.3|fullname,pb|PB.12138.2|fullname,pb|PB.12138.9|fullname,pb|PB.12138.21|fullname,pb|PB.12138.26|fullname,pb|PB.12138.4|fullname,pb|PB.12138.5|fullname,pb|PB.12138.6|fullname,pb|PB.12138.8|fullname,pb|PB.12141.1|fullname,pb|PB.12141.3|fullname,pb|PB.12141.4|fullname,pb|PB.12141.5|fullname,pb|PB.12141.6|fullname
FMO4	pb|PB.1214.1|fullname,pb|PB.1214.2|fullname,pb|PB.1214.3|fullname
ALG1	pb|PB.12143.1|fullname,pb|PB.12143.10|fullname,pb|PB.12143.3|fullname,pb|PB.12143.13|fullname,pb|PB.12143.16|fullname,pb|PB.12143.17|fullname,pb|PB.12143.18|fullname,pb|PB.12143.19|fullname,pb|PB.12143.2|fullname,pb|PB.12143.4|fullname
AC074051.4	pb|PB.12144.1|fullname
METTL22	pb|PB.12147.1|fullname,pb|PB.12147.10|fullname,pb|PB.12147.11|fullname,pb|PB.12147.4|fullname,pb|PB.12147.13|fullname,pb|PB.12147.17|fullname,pb|PB.12147.2|fullname,pb|PB.12147.21|fullname,pb|PB.12147.3|fullname,pb|PB.12147.6|fullname,pb|PB.12147.7|fullname
ABAT	pb|PB.12147.22|fullname,pb|PB.12147.23|fullname
PMM2	pb|PB.12151.1|fullname,pb|PB.12151.2|fullname,pb|PB.12151.3|fullname,pb|PB.12151.4|fullname,pb|PB.12151.5|fullname
C16orf72	pb|PB.12153.1|fullname,pb|PB.12153.2|fullname,pb|PB.12153.3|fullname,pb|PB.12153.4|fullname,pb|PB.12153.5|fullname
AC087190.3	pb|PB.12153.11|fullname,pb|PB.12153.12|fullname,pb|PB.12153.13|fullname
ATF7IP2	pb|PB.12154.1|fullname,pb|PB.12154.10|fullname,pb|PB.12154.12|fullname,pb|PB.12154.3|fullname,pb|PB.12154.5|fullname,pb|PB.12154.7|fullname,pb|PB.12154.8|fullname
NUBP1	pb|PB.12156.1|fullname,pb|PB.12156.2|fullname,pb|PB.12156.3|fullname,pb|PB.12156.5|fullname,pb|PB.12156.7|fullname,pb|PB.12156.8|fullname
CLEC16A	pb|PB.12158.1|fullname,pb|PB.12158.10|fullname,pb|PB.12158.11|fullname,pb|PB.12158.12|fullname,pb|PB.12158.2|fullname,pb|PB.12158.3|fullname,pb|PB.12158.4|fullname,pb|PB.12158.5|fullname,pb|PB.12158.6|fullname
RMI2	pb|PB.12159.1|fullname
SNN	pb|PB.12162.1|fullname,pb|PB.12162.5|fullname,pb|PB.12162.6|fullname
AC010654.1	pb|PB.12166.1|fullname
SNX29	pb|PB.12168.1|fullname,pb|PB.12168.10|fullname,pb|PB.12168.2|fullname,pb|PB.12168.3|fullname,pb|PB.12168.4|fullname,pb|PB.12168.5|fullname,pb|PB.12168.6|fullname,pb|PB.12168.7|fullname,pb|PB.12168.8|fullname,pb|PB.12170.1|fullname,pb|PB.12170.2|fullname
AC109597.1	pb|PB.12171.1|fullname
ERCC4	pb|PB.12172.1|fullname,pb|PB.12172.2|fullname,pb|PB.12172.4|fullname,pb|PB.12172.5|fullname,pb|PB.12172.7|fullname,pb|PB.12172.8|fullname,pb|PB.12173.1|fullname
MRTFB	pb|PB.12174.1|fullname,pb|PB.12174.10|fullname,pb|PB.12174.16|fullname,pb|PB.12174.2|fullname,pb|PB.12174.3|fullname,pb|PB.12174.4|fullname,pb|PB.12174.5|fullname,pb|PB.12174.7|fullname,pb|PB.12176.1|fullname
TVP23CP2	pb|PB.12174.14|fullname
BFAR	pb|PB.12177.1|fullname,pb|PB.12177.6|fullname,pb|PB.12177.14|fullname,pb|PB.12177.4|fullname,pb|PB.12177.17|fullname,pb|PB.12177.18|fullname,pb|PB.12177.19|fullname
NOMO1	pb|PB.12179.1|fullname,pb|PB.12179.10|fullname,pb|PB.12179.11|fullname,pb|PB.12179.14|fullname,pb|PB.12179.15|fullname,pb|PB.12179.16|fullname,pb|PB.12179.17|fullname,pb|PB.12179.18|fullname,pb|PB.12179.19|fullname,pb|PB.12179.2|fullname,pb|PB.12179.3|fullname,pb|PB.12179.4|fullname,pb|PB.12179.5|fullname,pb|PB.12179.6|fullname,pb|PB.12179.7|fullname,pb|PB.12179.8|fullname,pb|PB.12179.9|fullname
PRRC2C	pb|PB.1218.1|fullname,pb|PB.1218.10|fullname,pb|PB.1218.11|fullname,pb|PB.1218.12|fullname,pb|PB.1218.13|fullname,pb|PB.1218.14|fullname,pb|PB.1218.15|fullname,pb|PB.1218.16|fullname,pb|PB.1218.17|fullname,pb|PB.1218.18|fullname,pb|PB.1218.19|fullname,pb|PB.1218.2|fullname,pb|PB.1218.5|fullname,pb|PB.1218.23|fullname,pb|PB.1218.24|fullname,pb|PB.1218.25|fullname,pb|PB.1218.26|fullname,pb|PB.1218.3|fullname,pb|PB.1218.30|fullname,pb|PB.1218.31|fullname,pb|PB.1218.32|fullname,pb|PB.1218.33|fullname,pb|PB.1218.34|fullname,pb|PB.1218.35|fullname,pb|PB.1218.36|fullname,pb|PB.1218.37|fullname,pb|PB.1218.38|fullname,pb|PB.1218.39|fullname,pb|PB.1218.4|fullname,pb|PB.1218.6|fullname,pb|PB.1218.7|fullname,pb|PB.1218.8|fullname,pb|PB.1218.9|fullname
NPIPA1	pb|PB.12180.1|fullname,pb|PB.12180.10|fullname,pb|PB.12180.12|fullname,pb|PB.12180.2|fullname,pb|PB.12180.3|fullname,pb|PB.12180.4|fullname,pb|PB.12180.5|fullname
PDXDC1	pb|PB.12185.1|fullname,pb|PB.12185.10|fullname,pb|PB.12185.13|fullname,pb|PB.12185.14|fullname,pb|PB.12185.15|fullname,pb|PB.12185.9|fullname,pb|PB.12185.17|fullname,pb|PB.12185.18|fullname,pb|PB.12185.19|fullname,pb|PB.12185.2|fullname,pb|PB.12185.21|fullname,pb|PB.12185.22|fullname,pb|PB.12185.23|fullname,pb|PB.12185.24|fullname,pb|PB.12185.3|fullname,pb|PB.12185.4|fullname,pb|PB.12185.5|fullname,pb|PB.12185.6|fullname,pb|PB.12185.7|fullname,pb|PB.12185.8|fullname
BMERB1	pb|PB.12187.1|fullname,pb|PB.12187.11|fullname,pb|PB.12187.2|fullname,pb|PB.12187.5|fullname,pb|PB.12187.6|fullname,pb|PB.12187.8|fullname
AC140504.1	pb|PB.12187.9|fullname
NDE1	pb|PB.12189.1|fullname,pb|PB.12189.10|fullname,pb|PB.12189.5|fullname,pb|PB.12189.9|fullname,pb|PB.12189.19|fullname,pb|PB.12189.2|fullname,pb|PB.12189.20|fullname,pb|PB.12189.23|fullname,pb|PB.12189.24|fullname,pb|PB.12189.26|fullname,pb|PB.12189.29|fullname,pb|PB.12189.3|fullname,pb|PB.12189.32|fullname,pb|PB.12189.4|fullname,pb|PB.12189.6|fullname,pb|PB.12189.7|fullname
AC026401.3	pb|PB.12189.35|fullname
EEF1AKNMT	pb|PB.1219.1|fullname,pb|PB.1219.4|fullname,pb|PB.1219.12|fullname,pb|PB.1219.13|fullname,pb|PB.1219.15|fullname,pb|PB.1219.6|fullname,pb|PB.1219.2|fullname,pb|PB.1219.20|fullname,pb|PB.1219.21|fullname,pb|PB.1219.23|fullname,pb|PB.1219.27|fullname,pb|PB.1219.28|fullname,pb|PB.1219.29|fullname,pb|PB.1219.3|fullname,pb|PB.1219.30|fullname,pb|PB.1219.31|fullname,pb|PB.1219.5|fullname,pb|PB.1219.7|fullname,pb|PB.1219.9|fullname
ABCC1	pb|PB.12192.1|fullname,pb|PB.12192.11|fullname,pb|PB.12192.12|fullname,pb|PB.12192.14|fullname,pb|PB.12192.15|fullname,pb|PB.12192.16|fullname,pb|PB.12192.17|fullname,pb|PB.12192.18|fullname,pb|PB.12192.19|fullname,pb|PB.12192.2|fullname,pb|PB.12192.20|fullname,pb|PB.12192.21|fullname,pb|PB.12192.22|fullname,pb|PB.12192.23|fullname,pb|PB.12192.24|fullname,pb|PB.12192.27|fullname,pb|PB.12192.3|fullname,pb|PB.12192.4|fullname,pb|PB.12192.5|fullname,pb|PB.12192.7|fullname
NOMO3	pb|PB.12193.1|fullname,pb|PB.12193.10|fullname,pb|PB.12193.11|fullname,pb|PB.12193.2|fullname,pb|PB.12193.13|fullname,pb|PB.12193.14|fullname,pb|PB.12193.15|fullname,pb|PB.12193.16|fullname,pb|PB.12193.17|fullname,pb|PB.12193.18|fullname,pb|PB.12193.21|fullname,pb|PB.12193.22|fullname,pb|PB.12193.23|fullname,pb|PB.12193.26|fullname,pb|PB.12193.3|fullname,pb|PB.12193.4|fullname,pb|PB.12193.5|fullname,pb|PB.12193.6|fullname,pb|PB.12202.11|fullname,pb|PB.12202.24|fullname
AC138969.1	pb|PB.12195.1|fullname,pb|PB.12195.10|fullname,pb|PB.12195.11|fullname,pb|PB.12195.14|fullname,pb|PB.12195.2|fullname,pb|PB.12195.4|fullname,pb|PB.12195.6|fullname,pb|PB.12195.7|fullname,pb|PB.12195.8|fullname,pb|PB.12195.9|fullname
KIF1B	pb|PB.122.1|fullname,pb|PB.122.10|fullname,pb|PB.122.2|fullname,pb|PB.122.3|fullname,pb|PB.122.4|fullname,pb|PB.122.5|fullname,pb|PB.122.6|fullname,pb|PB.122.7|fullname,pb|PB.122.8|fullname,pb|PB.122.9|fullname
RN7SL731P	pb|PB.122.11|fullname,pb|PB.122.12|fullname
DNM3	pb|PB.1220.1|fullname,pb|PB.1223.1|fullname,pb|PB.1224.1|fullname
AC109446.3	pb|PB.12205.3|fullname,pb|PB.12205.7|fullname
COQ7	pb|PB.12208.1|fullname,pb|PB.12208.10|fullname,pb|PB.12208.11|fullname,pb|PB.12208.6|fullname,pb|PB.12208.7|fullname,pb|PB.12208.8|fullname,pb|PB.12208.9|fullname
CCP110	pb|PB.12209.1|fullname,pb|PB.12209.10|fullname,pb|PB.12209.8|fullname,pb|PB.12209.12|fullname,pb|PB.12209.13|fullname,pb|PB.12209.15|fullname,pb|PB.12209.18|fullname,pb|PB.12209.2|fullname,pb|PB.12209.20|fullname,pb|PB.12209.21|fullname,pb|PB.12209.22|fullname,pb|PB.12209.26|fullname,pb|PB.12209.27|fullname,pb|PB.12209.3|fullname,pb|PB.12209.30|fullname,pb|PB.12209.31|fullname,pb|PB.12209.32|fullname,pb|PB.12209.33|fullname,pb|PB.12209.5|fullname,pb|PB.12209.7|fullname,pb|PB.12209.9|fullname
VPS35L	pb|PB.12211.1|fullname,pb|PB.12211.5|fullname,pb|PB.12211.11|fullname,pb|PB.12211.13|fullname,pb|PB.12211.16|fullname,pb|PB.12211.2|fullname,pb|PB.12211.3|fullname,pb|PB.12211.4|fullname,pb|PB.12211.6|fullname,pb|PB.12211.7|fullname,pb|PB.12211.8|fullname,pb|PB.12211.9|fullname
IQCK	pb|PB.12214.1|fullname,pb|PB.12214.2|fullname,pb|PB.12214.3|fullname,pb|PB.12214.6|fullname,pb|PB.12214.9|fullname
LYRM1	pb|PB.12215.1|fullname,pb|PB.12215.2|fullname,pb|PB.12215.3|fullname,pb|PB.12215.5|fullname
TMEM159	pb|PB.12216.1|fullname,pb|PB.12216.10|fullname,pb|PB.12216.2|fullname,pb|PB.12216.7|fullname,pb|PB.12216.8|fullname
SMG1P1	pb|PB.12223.13|fullname,pb|PB.12223.24|fullname,pb|PB.12238.1|fullname,pb|PB.12238.2|fullname,pb|PB.12238.3|fullname,pb|PB.12238.4|fullname,pb|PB.12238.5|fullname
METTL9	pb|PB.12225.1|fullname,pb|PB.12225.7|fullname,pb|PB.12225.2|fullname,pb|PB.12225.14|fullname,pb|PB.12225.15|fullname,pb|PB.12225.16|fullname,pb|PB.12225.17|fullname,pb|PB.12225.18|fullname,pb|PB.12225.19|fullname,pb|PB.12225.22|fullname,pb|PB.12225.5|fullname,pb|PB.12225.6|fullname
AC005632.3	pb|PB.12225.20|fullname
UQCRC2	pb|PB.12232.1|fullname,pb|PB.12232.4|fullname,pb|PB.12232.8|fullname,pb|PB.12232.9|fullname,pb|PB.12232.17|fullname,pb|PB.12232.20|fullname,pb|PB.12232.3|fullname,pb|PB.12232.6|fullname,pb|PB.12232.7|fullname
MOSMO	pb|PB.12233.1|fullname,pb|PB.12233.3|fullname
EEF2K	pb|PB.12234.1|fullname,pb|PB.12234.10|fullname,pb|PB.12234.11|fullname,pb|PB.12234.12|fullname,pb|PB.12234.15|fullname,pb|PB.12234.16|fullname,pb|PB.12234.17|fullname,pb|PB.12234.2|fullname,pb|PB.12234.3|fullname,pb|PB.12234.4|fullname,pb|PB.12234.5|fullname,pb|PB.12234.6|fullname,pb|PB.12234.9|fullname
